episode,time,total_flows,successful_flows,dropped_flows,in_network_flows,avg_end2end_delay
1,100.0,45,16,21,8,26.25
1,200.0,78,21,54,3,27.38095238095238
1,300.0,111,26,84,1,27.46153846153846
1,400.0,153,30,119,4,27.6
1,500.0,185,36,144,5,27.61111111111111
1,600.0,221,39,177,5,27.358974358974358
1,700.0,259,46,207,6,28.17391304347826
1,800.0,293,50,241,2,28.42
1,900.0,328,59,264,5,29.322033898305083
1,1000.0,357,62,293,2,29.483870967741936
1,1100.0,395,66,323,6,29.37878787878788
1,1200.0,427,72,350,5,29.25
1,1300.0,465,78,382,5,29.474358974358974
1,1400.0,503,83,412,8,29.433734939759034
1,1500.0,547,90,451,6,29.92222222222222
1,1600.0,581,95,484,2,29.989473684210527
1,1700.0,622,101,516,5,30.247524752475247
1,1800.0,659,108,546,5,29.916666666666668
1,1900.0,704,114,579,11,29.859649122807017
1,2000.0,758,125,622,11,30.272
1,2100.0,808,134,669,5,30.53731343283582
1,2200.0,857,137,712,8,30.56934306569343
1,2300.0,901,139,754,8,30.52517985611511
1,2400.0,962,148,803,11,30.263513513513512
1,2500.0,1020,157,853,10,30.26751592356688
1,2600.0,1065,161,900,4,30.316770186335404
1,2700.0,1118,166,945,7,30.313253012048193
1,2800.0,1164,173,983,8,30.38150289017341
1,2900.0,1225,180,1037,8,30.511111111111113
1,3000.0,1274,184,1080,10,30.532608695652176
1,3100.0,1323,189,1125,9,30.62962962962963
1,3200.0,1357,195,1156,6,30.564102564102566
1,3300.0,1402,201,1194,7,30.70646766169154
1,3400.0,1456,209,1237,10,30.77511961722488
1,3500.0,1500,216,1277,7,30.78240740740741
1,3600.0,1537,225,1306,6,30.715555555555557
1,3700.0,1569,232,1331,6,30.762931034482758
1,3800.0,1600,239,1357,4,30.627615062761507
1,3900.0,1622,245,1372,5,30.571428571428573
1,4000.0,1659,251,1402,6,30.47808764940239
1,4100.0,1701,256,1439,6,30.44921875
1,4200.0,1737,260,1469,8,30.446153846153845
1,4300.0,1765,264,1498,3,30.37121212121212
1,4400.0,1795,273,1519,3,30.21245421245421
1,4500.0,1833,280,1549,4,30.25357142857143
1,4600.0,1864,288,1573,3,30.270833333333332
1,4700.0,1901,296,1600,5,30.23310810810811
1,4800.0,1935,303,1628,4,30.24092409240924
1,4900.0,1980,307,1669,4,30.3257328990228
1,5000.0,2005,312,1687,6,30.375
1,5100.0,2043,319,1717,7,30.338557993730408
1,5200.0,2066,322,1738,6,30.29192546583851
1,5300.0,2102,328,1767,7,30.246951219512194
1,5400.0,2136,334,1794,8,30.218562874251496
1,5500.0,2161,337,1819,5,30.204747774480712
1,5600.0,2194,341,1847,6,30.173020527859236
1,5700.0,2226,349,1874,3,30.148997134670488
1,5800.0,2252,349,1899,4,30.148997134670488
1,5900.0,2284,354,1925,5,30.081920903954803
1,6000.0,2330,360,1965,5,30.044444444444444
1,6100.0,2360,365,1991,4,30.043835616438358
1,6200.0,2395,369,2021,5,30.0
1,6300.0,2431,377,2049,5,29.93633952254642
1,6400.0,2469,383,2079,7,29.919060052219322
1,6500.0,2506,390,2111,5,29.892307692307693
1,6600.0,2533,391,2141,1,29.884910485933503
1,6700.0,2562,393,2165,4,29.90330788804071
1,6800.0,2592,399,2192,1,29.917293233082706
1,6900.0,2623,403,2213,7,29.90818858560794
1,7000.0,2650,409,2240,1,29.91442542787286
1,7100.0,2692,412,2274,6,29.949029126213592
1,7200.0,2720,418,2301,1,29.928229665071772
1,7300.0,2752,424,2321,7,29.87735849056604
1,7400.0,2787,432,2349,6,29.82638888888889
1,7500.0,2809,437,2367,5,29.791762013729976
1,7600.0,2867,444,2415,8,29.75225225225225
1,7700.0,2926,449,2473,4,29.76391982182628
1,7800.0,2977,455,2514,8,29.821978021978023
1,7900.0,3017,461,2550,6,29.81344902386117
1,8000.0,3051,469,2577,5,29.763326226012794
1,8100.0,3083,473,2604,6,29.862579281183933
1,8200.0,3109,478,2626,5,29.86610878661088
1,8300.0,3138,482,2650,6,29.84439834024896
1,8400.0,3169,487,2678,4,29.82340862422998
1,8500.0,3199,490,2704,5,29.804081632653062
1,8600.0,3236,497,2732,7,29.77867203219316
1,8700.0,3267,497,2767,3,29.77867203219316
1,8800.0,3309,503,2802,4,29.817097415506957
1,8900.0,3342,509,2829,4,29.809430255402752
1,9000.0,3375,514,2856,5,29.815175097276263
1,9100.0,3403,518,2878,7,29.77799227799228
