episode,time,total_flows,successful_flows,dropped_flows,in_network_flows,avg_end2end_delay
1,5100.0,1145,261,874,10,30.24137931034483
1,5200.0,1177,267,904,6,30.292134831460675
1,5300.0,1194,270,921,3,30.274074074074075
1,5400.0,1216,273,940,3,30.194139194139193
1,5500.0,1231,274,953,4,30.22992700729927
1,5600.0,1254,280,969,5,30.189285714285713
1,5700.0,1264,285,977,2,30.19298245614035
1,5800.0,1277,289,984,4,30.173010380622838
1,5900.0,1298,291,1002,5,30.15463917525773
1,6000.0,1320,296,1018,6,30.030405405405407
1,6100.0,1333,301,1032,0,30.0531561461794
1,6200.0,1348,304,1041,3,30.029605263157894
1,6300.0,1365,308,1054,3,30.025974025974026
1,6400.0,1385,314,1068,3,30.00955414012739
1,6500.0,1400,316,1079,5,30.015822784810126
1,6600.0,1410,321,1087,2,30.05919003115265
1,6700.0,1436,324,1107,5,30.064814814814813
1,6800.0,1455,335,1117,3,30.02686567164179
1,6900.0,1473,338,1131,4,29.964497041420117
1,7000.0,1492,345,1144,3,30.002898550724638
1,7100.0,1510,350,1157,3,29.994285714285713
1,7200.0,1520,354,1164,2,29.9774011299435
1,7300.0,1531,360,1168,3,29.98611111111111
1,7400.0,1545,362,1182,1,29.96961325966851
1,7500.0,1562,367,1192,3,29.970027247956402
1,7600.0,1585,371,1209,5,29.9811320754717
1,7700.0,1611,374,1234,3,30.0427807486631
1,7800.0,1634,376,1255,3,30.055851063829788
1,7900.0,1653,380,1268,5,30.057894736842105
1,8000.0,1687,387,1293,7,30.10594315245478
1,8100.0,1707,391,1312,4,30.130434782608695
1,8200.0,1734,396,1333,5,30.05808080808081
1,8300.0,1763,403,1354,6,30.09181141439206
1,8400.0,1784,408,1370,6,30.125
1,8500.0,1806,414,1390,2,30.17391304347826
1,8600.0,1827,418,1405,4,30.196172248803826
1,8700.0,1849,424,1423,2,30.224056603773583
1,8800.0,1875,429,1437,9,30.235431235431236
1,8900.0,1893,432,1455,6,30.229166666666668
1,9000.0,1924,442,1473,9,30.20361990950226
1,9100.0,1953,444,1504,5,30.22072072072072
1,9200.0,1979,448,1527,4,30.223214285714285
1,9300.0,2001,454,1546,1,30.204845814977972
1,9400.0,2024,460,1563,1,30.234782608695653
1,9500.0,2041,461,1579,1,30.234273318872017
1,9600.0,2061,466,1591,4,30.23175965665236
1,9700.0,2088,471,1610,7,30.21019108280255
1,9800.0,2112,478,1630,4,30.196652719665273
1,9900.0,2139,481,1651,7,30.18295218295218
1,10000.0,2164,486,1673,5,30.12962962962963
1,10100.0,2186,490,1692,4,30.112244897959183
1,10200.0,2209,498,1705,6,30.116465863453815
1,10300.0,2235,507,1726,2,30.122287968441814
1,10400.0,2257,512,1743,2,30.115234375
1,10500.0,2280,515,1758,7,30.1126213592233
1,10600.0,2304,521,1777,6,30.149712092130518
1,10700.0,2328,525,1794,9,30.14095238095238
1,10800.0,2347,531,1812,4,30.12617702448211
1,10900.0,2371,534,1833,4,30.119850187265918
1,11000.0,2393,538,1850,5,30.12081784386617
1,11100.0,2402,542,1860,0,30.119926199261993
1,11200.0,2429,548,1875,6,30.16058394160584
1,11300.0,2443,552,1888,3,30.208333333333332
1,11400.0,2465,556,1905,4,30.163669064748202
1,11500.0,2483,560,1915,8,30.144642857142856
1,11600.0,2508,566,1939,3,30.171378091872793
1,11700.0,2533,569,1958,6,30.16871704745167
1,11800.0,2556,575,1976,5,30.15478260869565
1,11900.0,2574,583,1985,6,30.236706689536877
1,12000.0,2598,590,2004,4,30.252542372881354
1,12100.0,2621,595,2024,2,30.25378151260504
1,12200.0,2640,598,2040,2,30.255852842809364
1,12300.0,2659,601,2052,6,30.249584026622298
1,12400.0,2680,604,2070,6,30.23841059602649
1,12500.0,2689,609,2078,2,30.177339901477833
1,12600.0,2705,616,2086,3,30.149350649350648
1,12700.0,2727,617,2103,7,30.150729335494326
1,12800.0,2754,626,2123,5,30.15814696485623
1,12900.0,2777,628,2145,4,30.160828025477706
1,13000.0,2799,632,2163,4,30.158227848101266
1,13100.0,2820,638,2181,1,30.181818181818183
1,13200.0,2841,643,2192,6,30.183514774494558
1,13300.0,2855,648,2205,2,30.19753086419753
1,13400.0,2874,652,2217,5,30.16871165644172
1,13500.0,2880,657,2221,2,30.121765601217657
1,13600.0,2896,664,2228,4,30.102409638554217
1,13700.0,2911,668,2241,2,30.065868263473053
1,13800.0,2923,671,2251,1,30.087928464977644
1,13900.0,2936,675,2258,3,30.128888888888888
1,14000.0,2956,680,2273,3,30.144117647058824
1,14100.0,2974,685,2285,4,30.14014598540146
1,14200.0,2990,688,2301,1,30.125
1,14300.0,3014,693,2314,7,30.08802308802309
1,14400.0,3032,699,2329,4,30.104434907010013
1,14500.0,3057,707,2344,6,30.114568599717114
1,14600.0,3072,714,2357,1,30.08823529411765
1,14700.0,3089,717,2370,2,30.06694560669456
1,14800.0,3100,721,2379,0,30.05131761442441
1,14900.0,3111,725,2384,2,30.030344827586205
1,15000.0,3128,730,2393,5,30.00958904109589
1,15100.0,3145,732,2409,4,30.016393442622952
1,15200.0,3164,738,2425,1,30.008130081300813
1,15300.0,3181,740,2437,4,30.001351351351353
1,15400.0,3193,742,2448,3,29.99865229110512
1,15500.0,3216,747,2466,3,29.97991967871486
1,15600.0,3231,752,2476,3,29.98537234042553
1,15700.0,3251,754,2487,10,29.99602122015915
1,15800.0,3267,761,2504,2,29.978975032851512
1,15900.0,3286,765,2518,3,29.966013071895425
1,16000.0,3300,770,2527,3,29.944155844155844
1,16100.0,3317,775,2537,5,29.945806451612903
1,16200.0,3335,784,2548,3,29.970663265306122
1,16300.0,3349,792,2557,0,29.963383838383837
1,16400.0,3364,794,2567,3,29.953400503778337
1,16500.0,3378,795,2576,7,29.949685534591193
1,16600.0,3387,800,2586,1,29.9625
1,16700.0,3403,807,2595,1,29.995043370508053
1,16800.0,3423,812,2608,3,29.99014778325123
1,16900.0,3438,815,2617,6,29.969325153374232
1,17000.0,3454,819,2633,2,29.98168498168498
1,17100.0,3465,822,2640,3,29.996350364963504
1,17200.0,3480,826,2649,5,30.015738498789347
1,17300.0,3513,829,2676,8,30.03980699638118
1,17400.0,3537,832,2702,3,30.07451923076923
1,17500.0,3557,835,2715,7,30.08383233532934
1,17600.0,3587,844,2735,8,30.131516587677726
1,17700.0,3608,851,2755,2,30.155111633372503
1,17800.0,3633,856,2773,4,30.15303738317757
1,17900.0,3654,861,2788,5,30.13472706155633
1,18000.0,3689,868,2816,5,30.15437788018433
1,18100.0,3706,873,2828,5,30.197021764032073
1,18200.0,3717,878,2838,1,30.225512528473804
1,18300.0,3728,881,2844,3,30.237230419977298
1,18400.0,3741,889,2851,1,30.255343082114734
1,18500.0,3756,893,2859,4,30.279955207166854
1,18600.0,3773,896,2874,3,30.268973214285715
1,18700.0,3787,902,2880,5,30.273835920177383
1,18800.0,3807,908,2892,7,30.263215859030836
1,18900.0,3820,913,2904,3,30.254107338444687
1,19000.0,3833,914,2916,3,30.24398249452954
1,19100.0,3850,922,2923,5,30.215835140997832
1,19200.0,3862,926,2935,1,30.195464362850974
1,19300.0,3883,928,2953,2,30.20366379310345
1,19400.0,3902,930,2969,3,30.2
1,19500.0,3914,933,2980,1,30.20257234726688
1,19600.0,3927,934,2991,2,30.200214132762312
1,19700.0,3938,936,2999,3,30.186965811965813
1,19800.0,3956,939,3011,6,30.173588924387648
1,19900.0,3975,944,3027,4,30.16207627118644
1,20000.0,4008,948,3052,8,30.167721518987342
