episode,time,total_flows,successful_flows,dropped_flows,in_network_flows,avg_end2end_delay
1,100.0,21,10,7,4,28.5
1,200.0,36,17,17,2,27.176470588235293
1,300.0,53,24,27,2,28.208333333333332
1,400.0,76,27,42,7,28.333333333333332
1,500.0,95,32,58,5,29.09375
1,600.0,123,40,78,5,29.45
1,700.0,155,46,102,7,30.043478260869566
1,800.0,181,53,122,6,29.566037735849058
1,900.0,199,56,139,4,29.5
1,1000.0,221,61,153,7,29.229508196721312
1,1100.0,246,65,178,3,29.184615384615384
1,1200.0,271,72,194,5,29.375
1,1300.0,298,79,215,4,29.544303797468356
1,1400.0,332,85,242,5,29.41176470588235
1,1500.0,358,86,265,7,29.546511627906977
1,1600.0,380,89,286,5,29.50561797752809
1,1700.0,408,97,305,6,29.443298969072163
1,1800.0,431,102,324,5,29.598039215686274
1,1900.0,455,110,343,2,29.79090909090909
1,2000.0,487,115,364,8,30.121739130434783
1,2100.0,511,123,387,1,30.121951219512194
1,2200.0,535,125,405,5,30.152
1,2300.0,564,128,431,5,30.359375
1,2400.0,596,133,457,6,30.23308270676692
1,2500.0,618,137,473,8,30.145985401459853
1,2600.0,638,147,488,3,30.170068027210885
1,2700.0,661,152,507,2,30.151315789473685
1,2800.0,687,155,529,3,30.212903225806453
1,2900.0,705,158,543,4,30.170886075949365
1,3000.0,728,160,561,7,30.21875
1,3100.0,751,165,581,5,30.09090909090909
1,3200.0,777,169,606,2,30.254437869822485
1,3300.0,804,173,625,6,30.21965317919075
1,3400.0,816,177,637,2,30.19774011299435
1,3500.0,837,180,652,5,30.16111111111111
1,3600.0,859,186,670,3,30.247311827956988
1,3700.0,878,189,685,4,30.201058201058203
1,3800.0,893,194,697,2,30.262886597938145
1,3900.0,914,198,710,6,30.348484848484848
1,4000.0,938,205,725,8,30.365853658536587
1,4100.0,957,212,742,3,30.40566037735849
1,4200.0,976,217,755,4,30.34562211981567
1,4300.0,994,223,768,3,30.417040358744394
1,4400.0,1006,229,775,2,30.366812227074234
1,4500.0,1027,232,790,5,30.301724137931036
1,4600.0,1040,238,800,2,30.407563025210084
1,4700.0,1055,242,810,3,30.367768595041323
1,4800.0,1072,247,819,6,30.327935222672064
1,4900.0,1094,251,841,2,30.306772908366533
1,5000.0,1115,255,856,4,30.313725490196077
