episode,time,total_flows,successful_flows,dropped_flows,in_network_flows,avg_end2end_delay
1,17800.0,3937,817,3117,3,30.373317013463893
1,17900.0,3963,818,3139,6,30.374083129584353
1,18000.0,3988,823,3163,2,30.380315917375455
1,18100.0,4021,825,3188,8,30.37939393939394
1,18200.0,4052,832,3213,7,30.361778846153847
1,18300.0,4075,837,3233,5,30.351254480286737
1,18400.0,4101,841,3254,6,30.34601664684899
1,18500.0,4131,844,3282,5,30.32345971563981
1,18600.0,4165,854,3306,5,30.3231850117096
1,18700.0,4184,860,3324,0,30.308139534883722
1,18800.0,4208,868,3337,3,30.28917050691244
1,18900.0,4232,875,3353,4,30.27885714285714
1,19000.0,4259,886,3371,2,30.313769751693002
1,19100.0,4293,893,3398,2,30.29451287793953
1,19200.0,4318,898,3415,5,30.298440979955455
1,19300.0,4342,903,3437,2,30.305647840531563
1,19400.0,4366,906,3457,3,30.283664459161148
1,19500.0,4398,912,3479,7,30.25877192982456
1,19600.0,4418,915,3497,6,30.272131147540982
1,19700.0,4440,922,3510,8,30.27765726681128
1,19800.0,4457,929,3526,2,30.30032292787944
1,19900.0,4481,933,3544,4,30.305466237942124
1,20000.0,4499,935,3561,3,30.295187165775403
